new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[1],1,20,"[(6504, 3, 111), (25411, 3, 111), (6504, 1, 65), (25411, 11, 7992), (6504, 3, 10), (6504, 3, 74), (25411, 3, 10), (25766, 11, 7992), (6504, 2, 69), (25411, 2, 69), (6504, 3, 9), (6504, 3, 6), (25411, 3, 9), (13418, 1, 65), (25766, 3, 6), (6504, 2, 68), (25411, 2, 68), (13418, 11, 7992), (22349, 3, 74), (22349, 11, 7992)]",[6.0821095],6.168879,"(6504, 11, 7992)",1.0,"[({(6504, 3, 9), (6504, 3, 10), (6504, 1, 65), (6504, 3, 6)}, 0.3899665294313502, 'baseline'), ({(6504, 2, 68), (6504, 3, 9), (6504, 3, 10), (6504, 3, 6)}, 0.37569050161900003, 'baseline'), ({(6504, 3, 74), (6504, 3, 9), (6504, 3, 10), (6504, 3, 6)}, 0.3717518266926698, 'baseline'), ({(6504, 3, 10), (6504, 3, 9), (6504, 3, 111), (6504, 3, 6)}, 0.37158016531749055, 'baseline'), ({(6504, 3, 9), (6504, 3, 10), (6504, 2, 69), (6504, 3, 6)}, 0.37026409471083305, 'baseline'), ({(6504, 3, 7), (6504, 3, 9), (6504, 3, 10), (6504, 3, 6)}, 0.36608747802234753, 'baseline'), ({(6504, 3, 9), (6504, 3, 10), (6504, 2, 30), (6504, 3, 6)}, 0.3595381196358576, 'baseline'), ({(6504, 3, 9), (6504, 3, 10), (6504, 3, 3863), (6504, 3, 6)}, 0.35439018558951413, 'baseline'), ({(6504, 2, 68), (6504, 3, 9), (6504, 3, 10), (6504, 1, 65)}, 0.3538904602858769, 'baseline'), ({(6504, 2, 69), (6504, 3, 9), (6504, 3, 10), (6504, 1, 65)}, 0.3462200577155183, 'baseline'), ([(21887, 11, 7992), (21887, 3, 6), (6504, 3, 6)], 0.083999634, 'xrule'), ([(8641, 1, 65), (8641, 11, 7992), (6504, 1, 65)], -0.017399788, 'xrule'), ([(21887, 11, 7992), (6504, 1, 65), (21887, 1, 65)], -0.14939976, 'xrule'), ([(6504, 3, 7), (21887, 3, 7), (21887, 11, 7992)], -0.18260002, 'xrule'), ([(21887, 3, 111), (6504, 3, 111), (21887, 11, 7992)], -0.28520012, 'xrule')]",6.0821095
[8],1,15,"[(24384, 1, 65), (5411, 3, 40), (12781, 3, 5422), (22892, 11, 8097), (24384, 11, 8097), (8097, 3, 192), (22892, 3, 3189), (5411, 3, 2257), (5411, 3, 3189), (8097, 3, 40), (5411, 1, 65), (5411, 3, 5422), (8097, 3, 2257), (5411, 3, 192), (12781, 11, 8097)]",[4.3728614],7.0618706,"(5411, 11, 8097)",8.0,"[({(5411, 3, 192), (5411, 3, 2257), (5411, 3, 5422), (5411, 3, 3189)}, 0.5984359224712296, 'baseline'), ({(5411, 3, 192), (5411, 3, 2257), (5411, 1, 65), (5411, 3, 3189)}, 0.5728369192862033, 'baseline'), ({(5411, 3, 40), (5411, 3, 2257), (5411, 1, 65), (5411, 3, 192)}, 0.5716839270557917, 'baseline'), ({(5411, 3, 192), (5411, 3, 2257), (5411, 1, 65), (5411, 3, 5422)}, 0.5708790259133348, 'baseline'), ({(5411, 3, 2257), (5411, 1, 65), (5411, 3, 5422), (5411, 3, 3189)}, 0.5667906240427297, 'baseline'), ({(5411, 3, 40), (5411, 3, 2257), (5411, 3, 5422), (5411, 3, 192)}, 0.5546579792598804, 'baseline'), ({(5411, 3, 40), (5411, 3, 2257), (5411, 3, 3189), (5411, 3, 192)}, 0.5483065082550955, 'baseline'), ({(5411, 3, 40), (5411, 3, 2257), (5411, 1, 65), (5411, 3, 3189)}, 0.5369520616652017, 'baseline'), ({(5411, 3, 40), (5411, 3, 2257), (5411, 1, 65), (5411, 3, 5422)}, 0.5291066598559917, 'baseline'), ({(5411, 3, 192), (5411, 3, 2257), (5411, 3, 5422)}, 0.4229498327675461, 'baseline'), ([(11465, 11, 8097), (5411, 1, 65), (11465, 1, 65)], 0.18529987, 'xrule'), ([(23819, 11, 8097), (5411, 3, 40), (23819, 3, 40)], 0.18420029, 'xrule'), ([(11465, 3, 40), (5411, 3, 40), (11465, 11, 8097)], 0.17399979, 'xrule'), ([(11465, 3, 192), (5411, 3, 192), (11465, 11, 8097)], 0.17300034, 'xrule'), ([(19452, 11, 8097), (19452, 1, 65), (5411, 1, 65)], 0.16880035, 'xrule')]",4.3728614
[1],1,12,"[(20818, 3, 369), (14173, 2, 2083), (6766, 4, 66), (14173, 4, 66), (6766, 3, 369), (6766, 3, 75), (6766, 2, 2083), (14173, 2, 2082), (14173, 3, 75), (6766, 2, 2082), (14173, 11, 7992), (20818, 11, 7992)]",[6.5056653],6.3387327,"(6766, 11, 7992)",1.0,"[([(6766, 2, 2082), (14173, 2, 2082), (14173, 11, 7992)], 1.1702003, 'xrule'), ([(20818, 11, 7992), (20818, 3, 369), (6766, 3, 369)], 0.9232006, 'xrule'), ([(6766, 2, 2083), (14173, 11, 7992), (14173, 2, 2083)], 0.8149004, 'xrule'), ([(6766, 4, 66), (14173, 4, 66), (14173, 11, 7992)], 0.7567997, 'xrule'), ([(14173, 3, 75), (14173, 11, 7992), (6766, 3, 75)], 0.7467003, 'xrule'), ({(6766, 3, 78), (6766, 3, 56), (6766, 4, 66), (6766, 3, 10)}, 0.2936401775725605, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 3, 7), (6766, 3, 10)}, 0.29156879693803417, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 3, 479), (6766, 3, 10)}, 0.2905731609545205, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 2, 30), (6766, 3, 10)}, 0.289437334834222, 'baseline'), ({(6766, 1, 65), (6766, 3, 78), (6766, 4, 66), (6766, 3, 10)}, 0.28770927700644733, 'baseline'), ({(6766, 3, 78), (6766, 3, 56), (6766, 4, 66), (6766, 3, 479)}, 0.28146747852646764, 'baseline'), ({(6766, 3, 78), (6766, 3, 56), (6766, 4, 66), (6766, 2, 30)}, 0.2742672374118074, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 3, 479), (6766, 2, 30)}, 0.27362446093964843, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 3, 220), (6766, 3, 10)}, 0.2728672435375293, 'baseline'), ({(6766, 3, 78), (6766, 4, 66), (6766, 3, 7), (6766, 2, 30)}, 0.27212147018102034, 'baseline')]",6.5056653
[1],1,19,"[(25367, 9, 7790), (21346, 3, 479), (24118, 9, 7790), (21346, 9, 7790), (24118, 2, 29), (25217, 3, 40), (25217, 9, 7790), (7392, 3, 220), (7392, 3, 40), (25367, 1, 2467), (7392, 2, 29), (7392, 3, 479), (7392, 3, 3075), (25217, 3, 33), (7392, 1, 2467), (7392, 3, 33), (17452, 9, 7790), (17452, 3, 3075), (21346, 3, 220)]",[8.763141],9.634243,"(7392, 9, 7790)",1.0,"[({(7392, 2, 29), (7392, 3, 33), (7392, 3, 479), (7392, 1, 2467)}, 0.3198500089806412, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 40), (7392, 3, 479)}, 0.3138313703211972, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 479), (7392, 3, 3075)}, 0.30751613895139557, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 3075), (7392, 1, 2467)}, 0.3067169599084869, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 220), (7392, 3, 479)}, 0.30572799961920466, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 40), (7392, 1, 2467)}, 0.30318264282986207, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 479), (7392, 3, 2550)}, 0.2922659328937932, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 220), (7392, 1, 2467)}, 0.2919989040976523, 'baseline'), ({(7392, 2, 29), (7392, 3, 220), (7392, 3, 40), (7392, 3, 33)}, 0.2897386959371441, 'baseline'), ({(7392, 2, 29), (7392, 3, 33), (7392, 3, 40), (7392, 3, 3075)}, 0.28545765190417005, 'baseline'), ([(7392, 3, 100), (17937, 9, 7790), (17937, 3, 100)], 0.10809994, 'xrule'), ([(17937, 9, 7790), (17937, 2, 27), (7392, 2, 27)], 0.10730076, 'xrule'), ([(22881, 9, 7790), (7392, 3, 2561), (22881, 3, 2561)], 0.09980011, 'xrule'), ([(7392, 3, 100), (22881, 9, 7790), (22881, 3, 100)], 0.099300385, 'xrule'), ([(22881, 9, 7790), (22881, 2, 27), (7392, 2, 27)], 0.0982008, 'xrule')]",8.763141
[1],1,13,"[(7281, 3, 75), (24092, 11, 7992), (23971, 11, 7992), (7281, 3, 1878), (9011, 3, 6), (7281, 3, 74), (24092, 3, 75), (7281, 3, 6), (24092, 3, 74), (7281, 3, 706), (9011, 11, 7992), (23971, 3, 1878), (24092, 3, 706)]",[5.585862],6.138865,"(7281, 11, 7992)",1.0,"[([(7281, 3, 75), (24092, 11, 7992), (24092, 3, 75)], 0.6342001, 'xrule'), ([(24092, 11, 7992), (7281, 3, 706), (24092, 3, 706)], 0.5180998, 'xrule'), ([(23971, 11, 7992), (7281, 3, 1878), (23971, 3, 1878)], 0.50129986, 'xrule'), ([(9011, 11, 7992), (9011, 3, 6), (7281, 3, 6)], 0.44309998, 'xrule'), ([(7281, 3, 74), (24092, 11, 7992), (24092, 3, 74)], 0.39369965, 'xrule'), ({(7281, 2, 31), (7281, 3, 279), (7281, 2, 30), (7281, 3, 40)}, 0.36384157498590386, 'baseline'), ({(7281, 2, 31), (7281, 3, 279), (7281, 2, 69), (7281, 3, 40)}, 0.36168388681782554, 'baseline'), ({(7281, 3, 6), (7281, 3, 279), (7281, 2, 31), (7281, 3, 40)}, 0.3542585785580401, 'baseline'), ({(7281, 3, 75), (7281, 2, 31), (7281, 3, 279), (7281, 3, 40)}, 0.3516436035401411, 'baseline'), ({(7281, 2, 31), (7281, 3, 40), (7281, 2, 30), (7281, 2, 69)}, 0.35032848668057226, 'baseline'), ({(7281, 3, 6), (7281, 3, 279), (7281, 2, 30), (7281, 3, 40)}, 0.34868053744421157, 'baseline'), ({(7281, 3, 40), (7281, 3, 279), (7281, 2, 30), (7281, 2, 69)}, 0.3484974319667671, 'baseline'), ({(7281, 3, 6), (7281, 3, 279), (7281, 2, 69), (7281, 3, 40)}, 0.3462796623343437, 'baseline'), ({(7281, 3, 75), (7281, 3, 279), (7281, 2, 30), (7281, 3, 40)}, 0.34303669278803584, 'baseline'), ({(7281, 3, 6), (7281, 2, 31), (7281, 2, 30), (7281, 3, 40)}, 0.3427067215081658, 'baseline')]",5.585862
[1],1,19,"[(21899, 3, 10), (6083, 3, 10), (6083, 2, 69), (6083, 3, 1630), (6083, 3, 74), (6083, 4, 66), (6083, 3, 3329), (21899, 4, 66), (17052, 2, 69), (6083, 3, 220), (21899, 9, 8418), (17052, 9, 8418), (18064, 3, 3329), (17418, 3, 220), (22330, 3, 1630), (18064, 9, 8418), (22330, 3, 74), (17418, 9, 8418), (22330, 9, 8418)]",[7.9733305],8.809921,"(6083, 9, 8418)",1.0,"[({(6083, 3, 10), (6083, 2, 69), (6083, 3, 1630), (6083, 3, 74)}, 0.4560118142730412, 'baseline'), ({(6083, 3, 10), (6083, 3, 3329), (6083, 2, 69), (6083, 3, 74)}, 0.4440823021398523, 'baseline'), ({(6083, 3, 10), (6083, 2, 69), (6083, 4, 66), (6083, 3, 74)}, 0.44241909411030045, 'baseline'), ({(6083, 2, 69), (6083, 4, 66), (6083, 3, 1630), (6083, 3, 74)}, 0.44065670396821205, 'baseline'), ({(6083, 2, 69), (6083, 3, 1630), (6083, 3, 220), (6083, 3, 74)}, 0.43700699233734347, 'baseline'), ({(6083, 3, 10), (6083, 2, 69), (6083, 3, 220), (6083, 3, 74)}, 0.433669132157885, 'baseline'), ({(6083, 2, 69), (6083, 3, 1630), (6083, 3, 40), (6083, 3, 74)}, 0.4333448829386247, 'baseline'), ({(6083, 3, 10), (6083, 2, 69), (6083, 3, 40), (6083, 3, 74)}, 0.4286833227950928, 'baseline'), ({(6083, 2, 69), (6083, 4, 66), (6083, 3, 40), (6083, 3, 74)}, 0.4210148275709734, 'baseline'), ({(6083, 2, 69), (6083, 4, 66), (6083, 3, 220), (6083, 3, 74)}, 0.4208040655374447, 'baseline'), ([(12131, 9, 8418), (12131, 3, 73), (6083, 3, 73)], 0.18090057, 'xrule'), ([(24123, 3, 73), (6083, 3, 73), (24123, 9, 8418)], 0.17689991, 'xrule'), ([(6083, 3, 73), (17908, 9, 8418), (17908, 3, 73)], 0.17129993, 'xrule'), ([(24123, 9, 8418), (6083, 3, 218), (24123, 3, 218)], 0.16940022, 'xrule'), ([(12131, 9, 8418), (6083, 3, 218), (12131, 3, 218)], 0.16900063, 'xrule')]",7.9733305
[2],1,22,"[(7080, 3, 460), (7080, 3, 39), (18009, 3, 460), (17411, 9, 6144), (21465, 2, 30), (15284, 3, 519), (7080, 1, 1054), (7080, 2, 30), (7080, 3, 1255), (18009, 9, 6144), (20123, 9, 6144), (7080, 3, 1264), (7080, 3, 10), (20123, 1, 1054), (15284, 9, 6144), (7080, 3, 519), (22396, 9, 6144), (17411, 3, 39), (20123, 3, 10), (22396, 3, 1255), (21465, 9, 6144), (22396, 3, 1264)]",[5.7685175],6.4506083,"(7080, 9, 6144)",2.0,"[({(7080, 3, 519), (7080, 3, 460), (7080, 3, 39), (7080, 1, 1054)}, 0.6464457955298012, 'baseline'), ({(7080, 3, 519), (7080, 3, 460), (7080, 1, 1054), (7080, 3, 10)}, 0.6446619476666424, 'baseline'), ({(7080, 3, 519), (7080, 3, 1264), (7080, 3, 460), (7080, 1, 1054)}, 0.6373787368531426, 'baseline'), ({(7080, 3, 519), (7080, 3, 460), (7080, 1, 1054), (7080, 3, 1255)}, 0.6303921186841079, 'baseline'), ({(7080, 2, 30), (7080, 3, 460), (7080, 1, 1054), (7080, 3, 519)}, 0.6277361356668392, 'baseline'), ({(7080, 3, 519), (7080, 3, 460), (7080, 1, 1054), (7080, 2, 31)}, 0.6191640339889629, 'baseline'), ({(7080, 3, 519), (7080, 3, 460), (7080, 3, 1057), (7080, 1, 1054)}, 0.6037273844346356, 'baseline'), ({(7080, 3, 519), (7080, 3, 1061), (7080, 3, 460), (7080, 1, 1054)}, 0.602212472767388, 'baseline'), ({(7080, 3, 519), (7080, 3, 504), (7080, 3, 460), (7080, 1, 1054)}, 0.5885124642319306, 'baseline'), ({(7080, 3, 519), (7080, 3, 346), (7080, 3, 460), (7080, 1, 1054)}, 0.5720262960903899, 'baseline'), ([(7080, 1, 1054), (24223, 9, 6144), (24223, 1, 1054)], 0.23460007, 'xrule'), ([(25079, 9, 6144), (25079, 1, 1054), (7080, 1, 1054)], 0.22700024, 'xrule'), ([(7080, 1, 1054), (20943, 9, 6144), (20943, 1, 1054)], 0.2258997, 'xrule'), ([(22396, 9, 6144), (22396, 3, 460), (7080, 3, 460)], 0.22490025, 'xrule'), ([(7080, 1, 1054), (20037, 1, 1054), (20037, 9, 6144)], 0.22169971, 'xrule')]",5.7685175
[2],1,15,"[(20123, 1, 1054), (4777, 3, 40), (4777, 3, 519), (4777, 4, 169), (4777, 3, 1255), (20123, 2, 31), (20123, 4, 169), (15284, 3, 519), (22396, 3, 1255), (15284, 9, 6144), (4777, 2, 31), (20123, 3, 40), (4777, 1, 1054), (20123, 9, 6144), (22396, 9, 6144)]",[5.6291685],7.26068,"(4777, 9, 6144)",2.0,"[({(4777, 1, 1054), (4777, 2, 31), (4777, 3, 40), (4777, 3, 519)}, 0.6194897137504923, 'baseline'), ({(4777, 1, 1054), (4777, 3, 40), (4777, 3, 519), (4777, 4, 169)}, 0.601123853567843, 'baseline'), ({(4777, 1, 1054), (4777, 2, 31), (4777, 3, 40), (4777, 4, 169)}, 0.5544720127797367, 'baseline'), ({(4777, 2, 31), (4777, 3, 40), (4777, 3, 519), (4777, 4, 169)}, 0.5476341678168448, 'baseline'), ({(4777, 3, 40), (4777, 1, 1054), (4777, 3, 1255), (4777, 3, 519)}, 0.5443268252409105, 'baseline'), ({(4777, 1, 1054), (4777, 3, 40), (4777, 3, 519), (4777, 3, 346)}, 0.5402012301498809, 'baseline'), ({(4777, 3, 1264), (4777, 1, 1054), (4777, 3, 40), (4777, 3, 519)}, 0.5396299791780289, 'baseline'), ({(4777, 3, 1995), (4777, 1, 1054), (4777, 3, 40), (4777, 3, 519)}, 0.5325689744542528, 'baseline'), ({(4777, 3, 2912), (4777, 1, 1054), (4777, 3, 40), (4777, 3, 519)}, 0.5284977387931763, 'baseline'), ({(4777, 1, 1054), (4777, 2, 31), (4777, 3, 519), (4777, 4, 169)}, 0.5275230836285018, 'baseline'), ([(20123, 3, 40), (20123, 9, 6144), (4777, 3, 40)], 0.30239964, 'xrule'), ([(4777, 2, 709), (20123, 9, 6144), (20123, 2, 709)], 0.28189945, 'xrule'), ([(12443, 3, 40), (4777, 3, 40), (12443, 9, 6144)], 0.27649975, 'xrule'), ([(4777, 3, 40), (22936, 3, 40), (22936, 9, 6144)], 0.2685995, 'xrule'), ([(4777, 1, 1054), (20123, 9, 6144), (20123, 1, 1054)], 0.25799942, 'xrule')]",5.6291685
[2],1,16,"[(7407, 3, 10), (7407, 3, 6), (22305, 11, 7869), (7869, 3, 10), (14783, 11, 7869), (14783, 3, 6), (17218, 3, 39), (17218, 3, 220), (17218, 3, 40), (25356, 11, 7869), (7407, 3, 40), (25356, 3, 6), (7407, 3, 220), (22305, 3, 40), (7407, 3, 39), (17218, 11, 7869)]",[6.7915297],7.057395,"(7407, 11, 7869)",2.0,"[([(25356, 11, 7869), (7407, 3, 6), (25356, 3, 6)], 0.5482998, 'xrule'), ([(7407, 3, 40), (22305, 11, 7869), (22305, 3, 40)], 0.408, 'xrule'), ({(7407, 3, 220), (7407, 3, 6), (7407, 3, 39), (7407, 3, 40)}, 0.2914696148127653, 'baseline'), ({(7407, 3, 10), (7407, 3, 6), (7407, 3, 39), (7407, 3, 40)}, 0.29010586056179277, 'baseline'), ({(7407, 3, 10), (7407, 3, 6), (7407, 3, 40), (7407, 3, 220)}, 0.28198437000313586, 'baseline'), ([(7407, 3, 39), (25610, 3, 39), (25610, 11, 7869)], 0.2788, 'xrule'), ({(7407, 3, 6), (7407, 3, 39), (7407, 3, 40), (7407, 3, 504)}, 0.2776403835116101, 'baseline'), ({(7407, 3, 10), (7407, 3, 39), (7407, 3, 40), (7407, 3, 220)}, 0.27585129043773815, 'baseline'), ({(7407, 3, 10), (7407, 3, 6), (7407, 3, 39), (7407, 3, 220)}, 0.273212473592486, 'baseline'), ({(7407, 2, 68), (7407, 3, 6), (7407, 3, 39), (7407, 3, 40)}, 0.2713842799184908, 'baseline'), ({(7407, 3, 6), (7407, 3, 39), (7407, 3, 40), (7407, 3, 1061)}, 0.267311136912278, 'baseline'), ({(7407, 3, 220), (7407, 3, 6), (7407, 3, 40), (7407, 3, 504)}, 0.26603416696800497, 'baseline'), ({(7407, 3, 10), (7407, 3, 6), (7407, 3, 40), (7407, 3, 504)}, 0.2659779002251862, 'baseline'), ([(13017, 11, 7869), (13017, 3, 40), (7407, 3, 40)], 0.2606001, 'xrule'), ([(7407, 3, 220), (13538, 11, 7869), (13538, 3, 220)], 0.24539948, 'xrule')]",6.7915297
[2],2,23,"[(23877, 9, 8151), (9619, 3, 715), (6300, 3, 460), (24307, 3, 892), (9619, 9, 8151), (25418, 3, 460), (24307, 9, 8151), (19769, 9, 8151), (6300, 2, 171), (16405, 3, 41), (16405, 9, 8151), (19769, 2, 30), (15376, 9, 8151), (6300, 3, 41), (23877, 3, 40), (6300, 3, 715), (6300, 3, 892), (6300, 2, 30), (6300, 1, 168), (25418, 9, 8151), (15376, 1, 168), (6300, 3, 40), (24307, 2, 171)]",[6.0603166],8.371053,"(6300, 9, 8151)",2.0,"[({(6300, 1, 168), (6300, 2, 171), (6300, 3, 715), (6300, 3, 892)}, 0.6211471997567365, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 892), (6300, 3, 460)}, 0.612007184999457, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 892), (6300, 3, 40)}, 0.5978527505782638, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 41), (6300, 3, 892)}, 0.5738068060922942, 'baseline'), ({(6300, 2, 30), (6300, 2, 171), (6300, 3, 715), (6300, 3, 892)}, 0.5629568532257595, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 7), (6300, 3, 892)}, 0.5599937871115531, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 6307), (6300, 3, 892)}, 0.555982632913188, 'baseline'), ({(6300, 1, 168), (6300, 2, 171), (6300, 3, 715), (6300, 3, 460)}, 0.5523567631097888, 'baseline'), ({(6300, 2, 171), (6300, 3, 715), (6300, 3, 892), (6300, 3, 10)}, 0.5481834842251434, 'baseline'), ({(6300, 1, 168), (6300, 3, 715), (6300, 3, 892), (6300, 3, 460)}, 0.5436640216116186, 'baseline'), ([(22756, 9, 8151), (22756, 3, 177), (6300, 3, 177)], 0.19320011, 'xrule'), ([(25531, 9, 8151), (6300, 3, 177), (25531, 3, 177)], 0.1902008, 'xrule'), ([(22756, 3, 715), (6300, 3, 715), (22756, 9, 8151)], 0.18410015, 'xrule'), ([(12878, 9, 8151), (12878, 3, 177), (6300, 3, 177)], 0.17660046, 'xrule'), ([(16033, 9, 8151), (16033, 3, 177), (6300, 3, 177)], 0.1753006, 'xrule')]",6.0603166
[3],2,12,"[(7125, 3, 39), (23512, 3, 39), (23512, 11, 7869), (23597, 11, 7869), (17218, 3, 40), (10914, 11, 7869), (10914, 3, 40), (7125, 3, 40), (11352, 3, 39), (23597, 3, 40), (11352, 11, 7869), (17218, 11, 7869)]",[4.94907],5.6012373,"(7125, 11, 7869)",3.0,"[([(10914, 11, 7869), (10914, 3, 40), (7125, 3, 40)], 0.8422003, 'xrule'), ([(7125, 3, 39), (11352, 11, 7869), (11352, 3, 39)], 0.71140003, 'xrule'), ([(17218, 3, 40), (17218, 11, 7869), (7125, 3, 40)], 0.7077999, 'xrule'), ([(23597, 3, 40), (23597, 11, 7869), (7125, 3, 40)], 0.6293001, 'xrule'), ([(23512, 3, 39), (23512, 11, 7869), (7125, 3, 39)], 0.6128006, 'xrule'), ({(7125, 3, 219), (7125, 3, 39), (7125, 3, 40), (7125, 3, 220)}, 0.41975597743026016, 'baseline'), ({(7125, 3, 10), (7125, 3, 39), (7125, 3, 40), (7125, 3, 219)}, 0.40636829727569557, 'baseline'), ({(7125, 3, 10), (7125, 3, 39), (7125, 3, 40), (7125, 3, 220)}, 0.40338615770751773, 'baseline'), ({(7125, 2, 172), (7125, 3, 39), (7125, 3, 40), (7125, 3, 220)}, 0.4008942066435625, 'baseline'), ({(7125, 2, 31), (7125, 3, 39), (7125, 3, 40), (7125, 3, 220)}, 0.3983097492454452, 'baseline'), ({(7125, 2, 31), (7125, 3, 39), (7125, 3, 40), (7125, 3, 219)}, 0.39700130807569234, 'baseline'), ({(7125, 2, 172), (7125, 3, 39), (7125, 3, 40), (7125, 3, 219)}, 0.3969784199066198, 'baseline'), ({(7125, 3, 10), (7125, 3, 219), (7125, 3, 40), (7125, 3, 220)}, 0.3917036472171093, 'baseline'), ({(7125, 3, 39), (7125, 4, 66), (7125, 3, 40), (7125, 3, 219)}, 0.39016250951583914, 'baseline'), ({(7125, 3, 39), (7125, 4, 66), (7125, 3, 40), (7125, 3, 220)}, 0.3883500514519647, 'baseline')]",4.94907
[1],1,14,"[(19806, 1, 264), (4978, 1, 264), (4978, 3, 92), (4978, 3, 94), (90, 3, 92), (4978, 3, 93), (19806, 11, 90), (14186, 11, 90), (4978, 3, 6), (90, 3, 94), (4978, 4, 924), (90, 3, 93), (14186, 4, 924), (90, 3, 6)]",[6.438344],7.456912,"(4978, 11, 90)",1.0,"[({(4978, 3, 94), (4978, 3, 6), (4978, 3, 92), (4978, 3, 93)}, 0.3471212799438693, 'baseline'), ({(4978, 3, 94), (4978, 3, 92), (4978, 4, 924), (4978, 3, 93)}, 0.34584717101737095, 'baseline'), ({(4978, 3, 94), (4978, 1, 264), (4978, 3, 92), (4978, 3, 93)}, 0.3395281249688689, 'baseline'), ({(4978, 3, 94), (4978, 3, 6), (4978, 4, 924), (4978, 3, 93)}, 0.3308058196149166, 'baseline'), ({(4978, 3, 94), (4978, 1, 264), (4978, 4, 924), (4978, 3, 93)}, 0.33032612143364126, 'baseline'), ({(4978, 3, 94), (4978, 3, 6), (4978, 1, 264), (4978, 3, 93)}, 0.3295126372095238, 'baseline'), ({(4978, 3, 94), (4978, 3, 92), (4978, 3, 41), (4978, 3, 93)}, 0.32927040392718954, 'baseline'), ({(4978, 3, 94), (4978, 3, 40), (4978, 3, 6), (4978, 3, 93)}, 0.32795910172855075, 'baseline'), ({(4978, 3, 94), (4978, 3, 40), (4978, 3, 92), (4978, 3, 93)}, 0.3264074736158195, 'baseline'), ({(4978, 3, 94), (4978, 3, 6), (4978, 3, 41), (4978, 3, 93)}, 0.3236952238554076, 'baseline'), ([(4978, 3, 94), (17301, 3, 94), (17301, 11, 90)], 0.28849983, 'xrule'), ([(4978, 3, 94), (22154, 3, 94), (22154, 11, 90)], 0.28240013, 'xrule'), ([(4978, 4, 924), (23793, 11, 90), (23793, 4, 924)], 0.15929985, 'xrule'), ([(17922, 3, 40), (17922, 11, 90), (4978, 3, 40)], 0.12049961, 'xrule'), ([(14038, 3, 40), (4978, 3, 40), (14038, 11, 90)], 0.119799614, 'xrule')]",6.438344
[1],1,15,"[(7426, 3, 666), (24904, 3, 39), (7426, 3, 39), (19270, 3, 58), (7426, 3, 58), (24904, 11, 8038), (25640, 3, 185), (25640, 11, 8038), (7426, 3, 185), (24904, 8, 7427), (7426, 8, 7427), (19270, 11, 8038), (24904, 3, 40), (7426, 3, 40), (19270, 3, 666)]",[5.4452906],6.6888194,"(7426, 11, 8038)",1.0,"[({(7426, 3, 666), (7426, 3, 39), (7426, 3, 40), (7426, 3, 58)}, 0.44387630851257726, 'baseline'), ({(7426, 3, 666), (7426, 3, 185), (7426, 3, 39), (7426, 3, 58)}, 0.44194893264802665, 'baseline'), ({(7426, 3, 666), (7426, 3, 185), (7426, 3, 39), (7426, 3, 40)}, 0.4394941749342358, 'baseline'), ({(7426, 3, 666), (7426, 3, 39), (7426, 8, 7427), (7426, 3, 58)}, 0.4251184881630267, 'baseline'), ({(7426, 3, 666), (7426, 3, 39), (7426, 3, 40), (7426, 8, 7427)}, 0.42283253079890715, 'baseline'), ({(7426, 3, 666), (7426, 8, 7429), (7426, 3, 39), (7426, 3, 58)}, 0.42123417265947277, 'baseline'), ({(7426, 3, 666), (7426, 8, 7429), (7426, 3, 39), (7426, 3, 40)}, 0.4212065161331508, 'baseline'), ({(7426, 3, 666), (7426, 3, 185), (7426, 3, 39), (7426, 8, 7427)}, 0.42014889127696875, 'baseline'), ({(7426, 3, 666), (7426, 3, 218), (7426, 3, 39), (7426, 3, 40)}, 0.4194422185893828, 'baseline'), ({(7426, 3, 666), (7426, 4, 1577), (7426, 3, 39), (7426, 8, 7427)}, 0.37791590065905123, 'baseline')]",5.4452906
