exp,original_score,new_ranks,exp_length,new_rank,new_score,prediction,original_rank,facts,new_scores
"[(6105, 19, 1049), (3663, 20, 5628), (10932, 22, 5628), (3663, 20, 4406), (1049, 47, 6105), (5628, 19, 1049), (7643, 25, 62), (2077, 76, 5628), (2077, 76, 4406), (4406, 25, 62), (7643, 8, 5628), (6105, 25, 62), (1049, 47, 5628), (10932, 25, 62)]",0.9962792992591858,[1],14,1.0,0.9946753978729248,"(5628, 25, 62)",1,"[([(3663, 20, 4406), (3663, 20, 5628), (4406, 25, 62)], 0.11559999, 'xrule'), ([(2077, 76, 4406), (4406, 25, 62), (2077, 76, 5628)], 0.09200001, 'xrule'), ([(6105, 19, 1049), (6105, 25, 62), (1049, 47, 5628), (1049, 47, 6105), (5628, 19, 1049)], 0.076900005, 'xrule'), ({(10932, 22, 5628)}, 0.05171899029276587, 'baseline'), ({(7643, 8, 5628)}, 0.04702297872882348, 'baseline'), ({(3234, 3, 5628)}, 0.036971668684311794, 'baseline'), ({(2693, 20, 5628)}, 0.03245482870032572, 'baseline'), ({(5628, 66, 954)}, 0.03169427342470083, 'baseline'), ({(9755, 76, 5628)}, 0.027682046351013668, 'baseline'), ({(5628, 8, 3732)}, 0.024094919615490904, 'baseline'), ({(12772, 20, 5628)}, 0.012585739563606087, 'baseline'), ({(7643, 3, 5628)}, 0.011446217955674678, 'baseline'), ({(2379, 8, 5628)}, 0.010793904750372698, 'baseline'), ([(8375, 43, 141), (8375, 25, 62), (5628, 43, 141)], -0.013300002, 'xrule'), ([(6105, 17, 131), (5628, 17, 131), (6105, 25, 62)], -0.014599979, 'xrule')]",[0.9946753978729248]
"[(647, 19, 1501), (371, 10, 11145), (1127, 10, 11145), (1501, 7, 1041), (1990, 7, 1041), (647, 19, 1127), (5437, 30, 1501), (1501, 7, 8488), (11145, 103, 8488), (371, 7, 5437), (1990, 10, 11145), (11145, 103, 9068), (1501, 7, 9068)]",0.9204357266426086,[1],13,1.0,0.7923691868782043,"(1501, 10, 11145)",1,"[({(647, 19, 1501)}, 0.05086986254443232, 'baseline'), ({(5437, 30, 1501)}, 0.0439563197448944, 'baseline'), ({(1501, 7, 9068)}, 0.038775782083619335, 'baseline'), ({(1501, 7, 1041)}, 0.029678384755395606, 'baseline'), ({(1501, 7, 8488)}, 0.02682367985956148, 'baseline'), ({(1501, 7, 4698)}, 0.023629168924649772, 'baseline'), ({(1501, 10, 4178)}, 0.019360820743615195, 'baseline'), ({(1501, 10, 6946)}, 0.014250199251209066, 'baseline'), ({(1501, 7, 6374)}, 0.013158897824899178, 'baseline'), ({(1501, 10, 6820)}, 0.011647860496547464, 'baseline'), ([(1062, 10, 11145), (1062, 10, 5449), (1501, 10, 5449)], -0.0024999976, 'xrule'), ([(3356, 10, 11145), (3356, 10, 6045), (1501, 10, 6045)], -0.03210002, 'xrule'), ([(3356, 10, 11145), (1501, 10, 5449), (3356, 10, 5449)], -0.03820002, 'xrule'), ([(1062, 10, 11145), (1062, 10, 6045), (1501, 10, 6045)], -0.07889998, 'xrule'), ([(2820, 10, 11145), (2820, 10, 6045), (1501, 10, 6045)], -0.090600014, 'xrule')]",[0.7923691868782043]
"[(11788, 17, 862), (3715, 17, 1730), (4417, 17, 862), (12068, 17, 862), (1834, 42, 12068), (3715, 43, 141), (13236, 17, 1730), (13236, 17, 862), (3715, 17, 243), (11788, 17, 243), (4417, 43, 141), (6257, 17, 862), (3715, 41, 1834), (3715, 8, 6257)]",0.931495726108551,[2],14,2.0,0.7413270473480225,"(3715, 17, 862)",1,"[({(3715, 43, 141)}, 0.45730276147576904, 'baseline'), ({(3715, 8, 6257)}, 0.4231078446982262, 'baseline'), ({(3715, 17, 243)}, 0.22101564282512504, 'baseline'), ({(3715, 17, 1730)}, 0.1938940690365475, 'baseline'), ({(3715, 41, 1834)}, 0.1534749075607433, 'baseline'), ({(3715, 6, 1388)}, 0.06460619996083801, 'baseline'), ({(3715, 192, 8453)}, 0.046623568024735725, 'baseline'), ({(3715, 6, 3716)}, 0.035670052251109585, 'baseline'), ([(3715, 19, 999), (11422, 19, 999), (11422, 17, 862)], 0.013699979, 'xrule'), ({(3715, 6, 10739)}, -0.010653992247486001, 'baseline'), ([(12008, 232, 160), (12008, 17, 862), (3715, 100, 160)], -0.023800015, 'xrule'), ({(3715, 19, 2820)}, -0.04672314695233859, 'baseline'), ([(11721, 100, 160), (3715, 100, 160), (11721, 17, 862)], -0.055000007, 'xrule'), ([(1903, 100, 160), (1903, 17, 862), (3715, 100, 160)], -0.102100015, 'xrule')]",[0.7413270473480225]
"[(1972, 76, 4269), (8740, 85, 434), (1972, 76, 2051), (2051, 17, 1415), (7625, 85, 434), (7625, 17, 1415), (9812, 17, 60), (4269, 85, 434), (3732, 85, 434), (2051, 17, 1002), (3732, 175, 2051), (2051, 17, 60), (9812, 85, 434), (8740, 17, 1002)]",0.9756770730018616,[1],14,1.0,0.969619870185852,"(2051, 85, 434)",1,"[({(2051, 17, 60)}, 0.12482510054346133, 'baseline'), ({(3732, 175, 2051)}, 0.1114413543271765, 'baseline'), ([(4269, 85, 434), (1972, 76, 4269), (1972, 76, 2051)], 0.0636, 'xrule'), ([(8740, 17, 1002), (8740, 85, 434), (2051, 17, 1002)], 0.0582, 'xrule'), ([(2051, 17, 1415), (7625, 85, 434), (7625, 17, 1415)], 0.0582, 'xrule'), ([(3068, 20, 4953), (3068, 20, 2051), (4953, 85, 434)], 0.050100002, 'xrule'), ([(2077, 76, 4269), (4269, 85, 434), (2077, 76, 2051)], 0.048600003, 'xrule'), ({(11982, 1, 2051)}, 0.020830194417246834, 'baseline'), ({(2051, 175, 3732)}, 0.010717133959592187, 'baseline'), ({(2051, 85, 1665)}, -0.028490205326734224, 'baseline'), ({(2051, 48, 32)}, -0.03515621000582228, 'baseline'), ({(950, 20, 2051)}, -0.03736980726441596, 'baseline'), ({(2051, 160, 10301)}, -0.07420434520418613, 'baseline'), ({(3068, 20, 2051)}, -0.10373200935553324, 'baseline'), ({(570, 42, 2051)}, -0.14313073906450263, 'baseline')]",[0.969619870185852]
"[(13973, 25, 62), (12337, 61, 2940), (3181, 89, 11844), (11191, 61, 2940), (11844, 25, 62), (13973, 95, 2940), (3181, 89, 9706), (11844, 101, 3231), (11844, 124, 1749), (706, 89, 12337), (9706, 61, 2940), (8413, 61, 2940), (8413, 101, 3231), (706, 89, 11844), (11191, 124, 1749)]",0.5944116115570068,[2],15,2.0,0.2885434627532959,"(11844, 61, 2940)",1,"[({(11844, 101, 3231)}, 0.020464542303537725, 'baseline'), ({(11844, 124, 1749)}, 0.019776911416771258, 'baseline'), ({(706, 89, 11844)}, 0.019753885418784298, 'baseline'), ({(11844, 25, 62)}, 0.018851260582656622, 'baseline'), ({(3181, 89, 11844)}, 0.01406098059016033, 'baseline'), ({(11844, 108, 90)}, 0.013835475763078992, 'baseline'), ({(4709, 89, 11844)}, 0.009935310997086697, 'baseline'), ([(484, 89, 11844), (4783, 61, 2940), (484, 89, 4783)], 0.0057999995, 'xrule'), ({(11844, 124, 873)}, 0.005236810934838599, 'baseline'), ([(10995, 61, 2940), (10995, 124, 3103), (11844, 124, 3103)], 0.0033, 'xrule'), ([(484, 89, 11844), (484, 89, 8146), (8146, 61, 2940)], 0.0030999994, 'xrule'), ([(11844, 25, 62), (6557, 61, 2940), (6557, 25, 62)], 0.0022999998, 'xrule'), ({(11844, 16, 32)}, 0.001892716559930626, 'baseline'), ({(2578, 68, 11844)}, 0.0016233259415638108, 'baseline'), ({(11844, 208, 90)}, 0.001219342392301136, 'baseline'), ([(7445, 95, 2940), (11844, 25, 62), (7445, 25, 62)], -0.00040000025, 'xrule'), ({(11844, 129, 90)}, -0.0010983804649653188, 'baseline'), ({(11844, 217, 3433)}, -0.0011294605715670132, 'baseline'), ({(1566, 89, 11844)}, -0.009446767201972515, 'baseline'), ({(11844, 101, 3835)}, -0.01574896002510212, 'baseline'), ({(11844, 166, 90)}, -0.017089274753593797, 'baseline'), ({(484, 89, 11844)}, -0.03529754752796728, 'baseline'), ({(11844, 128, 90)}, -0.04097810110488145, 'baseline'), ({(11844, 124, 3103)}, -0.04726867101058424, 'baseline'), ({(11844, 61, 521)}, -0.08076456652751753, 'baseline')]",[0.2885434627532959]
"[(10860, 205, 3955), (382, 87, 10860), (8283, 133, 382), (3955, 15, 10860), (9536, 205, 3955), (8283, 135, 382), (382, 15, 8283), (382, 154, 5054), (8283, 154, 5054), (9536, 154, 5054), (382, 15, 10860), (10860, 135, 382)]",0.8733823895454407,[2],12,2.0,0.6968263983726501,"(10860, 154, 5054)",1,"[({(382, 87, 10860)}, 0.010999870465499282, 'baseline'), ({(10860, 135, 382)}, 0.0058312070940280784, 'baseline'), ({(3955, 15, 10860)}, 0.0004126140437636791, 'baseline'), ([(382, 87, 10860), (8283, 154, 5054), (8283, 133, 382), (382, 15, 10860), (10860, 135, 382), (8283, 135, 382), (382, 15, 8283)], -0.0042999983, 'xrule'), ({(10860, 205, 3955)}, -0.006308415044415494, 'baseline'), ([(382, 87, 10860), (3765, 135, 382), (382, 87, 3765), (3765, 133, 382), (382, 15, 10860), (10860, 135, 382), (382, 15, 3765), (3765, 154, 5054)], -0.0255, 'xrule'), ({(382, 15, 10860)}, -0.02762683203498913, 'baseline'), ([(382, 87, 10860), (382, 15, 6622), (382, 15, 10860), (6622, 154, 5054), (10860, 135, 382), (6622, 135, 382)], -0.03189999, 'xrule'), ({(10860, 62, 3955)}, -0.04128962852132535, 'baseline'), ([(5570, 154, 5054), (382, 87, 10860), (382, 15, 10860), (10860, 135, 382), (382, 15, 5570)], -0.058199987, 'xrule'), ([(10860, 135, 382), (382, 87, 10860), (382, 154, 5054), (382, 15, 10860)], -0.062099993, 'xrule'), ({(10860, 25, 62)}, -0.1543221965176083, 'baseline')]",[0.6968263983726501]
"[(1685, 45, 5868), (5868, 8, 1685), (3142, 17, 60), (5183, 17, 60), (1685, 8, 5183), (1685, 164, 3142), (5868, 17, 60), (3142, 53, 1685)]",0.9143084287643433,[1],8,1.0,0.8551328778266907,"(1685, 17, 60)",1,"[({(3142, 53, 1685)}, 0.5072712728579301, 'baseline'), ({(1685, 8, 5183)}, 0.4880512781212858, 'baseline'), ({(1685, 164, 3142)}, 0.3816582379497888, 'baseline'), ({(5868, 8, 1685)}, 0.3629034872795765, 'baseline'), ({(1685, 45, 5868)}, 0.3574584241291198, 'baseline'), ({(1685, 123, 5868)}, 0.32516686253863686, 'baseline'), ({(1685, 3, 1775)}, 0.3183647804341866, 'baseline'), ({(1685, 8, 5868)}, 0.3057551197259851, 'baseline'), ({(1685, 119, 3245)}, 0.30257035411686073, 'baseline'), ({(3797, 8, 1685)}, 0.3020645490958238, 'baseline'), ({(1685, 123, 5630)}, 0.2953038028308726, 'baseline'), ({(1685, 21, 4688)}, 0.28315315749189607, 'baseline'), ({(1685, 3, 792)}, 0.2744202127212644, 'baseline'), ({(1685, 8, 3797)}, 0.25665597215189156, 'baseline'), ({(1685, 77, 3142)}, 0.19450629816965007, 'baseline'), ({(3142, 77, 1685)}, 0.18596960169461266, 'baseline'), ({(5868, 45, 1685)}, 0.14101610628901187, 'baseline'), ({(792, 3, 1685)}, 0.12628022869210773, 'baseline'), ({(5630, 123, 1685)}, 0.08087007238646983, 'baseline'), ([(1685, 17, 131), (2541, 17, 131), (2541, 17, 60)], 0.0334, 'xrule'), ([(1685, 17, 131), (12376, 17, 131), (12376, 17, 60)], 0.02819997, 'xrule'), ([(919, 17, 60), (919, 134, 138), (138, 42, 919), (919, 41, 138), (138, 42, 1685)], 0.010599971, 'xrule'), ([(4688, 196, 2016), (2016, 8, 1685), (1685, 8, 2016), (2016, 196, 4688), (4688, 45, 2016), (4688, 17, 60), (2016, 45, 4688)], 0.004499972, 'xrule'), ({(5868, 123, 1685)}, 0.0023097795688580966, 'baseline'), ([(4688, 17, 60), (4688, 19, 2633), (1685, 19, 2633)], -0.00050002337, 'xrule')]",[0.8551328778266907]
"[(1302, 58, 3794), (3420, 23, 57), (1340, 58, 3794), (374, 13, 3794), (3794, 58, 2978), (1340, 23, 57), (2978, 23, 57), (374, 13, 3420), (2734, 23, 57), (2734, 58, 3794), (1302, 23, 57)]",0.9237578511238098,[1],11,1.0,0.8096697926521301,"(3794, 23, 57)",1,"[({(374, 13, 3794)}, 0.7089611744392289, 'baseline'), ({(3794, 58, 2978)}, 0.5797714429563873, 'baseline'), ({(1302, 58, 3794)}, 0.563519044251859, 'baseline'), ({(2734, 58, 3794)}, 0.4807987338372117, 'baseline'), ({(1340, 58, 3794)}, 0.41276733276778843, 'baseline'), ({(2978, 58, 3794)}, 0.3332434707752363, 'baseline'), ({(834, 58, 3794)}, 0.3284286969326586, 'baseline'), ({(1179, 13, 3794)}, 0.3034502081188953, 'baseline'), ({(330, 15, 3794)}, 0.2250581192665175, 'baseline'), ({(330, 78, 3794)}, 0.1592631742782672, 'baseline'), ([(3782, 13, 235), (235, 23, 57), (3782, 13, 3794)], 0.058300003, 'xrule'), ([(3782, 13, 834), (834, 23, 57), (3782, 13, 3794)], 0.055700004, 'xrule'), ([(6249, 13, 1361), (1361, 23, 57), (6249, 13, 3794)], 0.051500008, 'xrule'), ([(3782, 13, 1302), (3782, 13, 3794), (1302, 23, 57)], 0.041300014, 'xrule'), ([(3782, 13, 1361), (1361, 23, 57), (3782, 13, 3794)], 0.009100005, 'xrule')]",[0.8096697926521301]
"[(236, 63, 1567), (11745, 167, 1768), (236, 44, 12959), (3408, 15, 1567), (5033, 167, 1768), (1567, 143, 3408), (1567, 25, 62), (13683, 25, 62), (11745, 143, 3408), (1566, 89, 5033), (12959, 167, 1768), (13683, 207, 1768), (1566, 89, 1567)]",0.9941210150718689,[1],13,1.0,0.9702972769737244,"(1567, 167, 1768)",1,"[({(236, 63, 1567)}, 0.008519700701084989, 'baseline'), ({(3408, 15, 1567)}, 0.003938881662000829, 'baseline'), ({(1567, 143, 3408)}, 0.0038113128077341377, 'baseline'), ({(1567, 25, 62)}, 0.0015488462239841682, 'baseline'), ([(5033, 167, 1768), (1566, 89, 1567), (1566, 89, 5033)], -0.0005000001, 'xrule'), ({(1567, 101, 1481)}, -0.0013338002144796248, 'baseline'), ([(4143, 167, 1768), (1566, 89, 1567), (1566, 89, 4143)], -0.0016999999, 'xrule'), ([(5033, 167, 1768), (1177, 89, 1567), (1177, 89, 5033)], -0.0028999997, 'xrule'), ({(1567, 108, 90)}, -0.004685306051627116, 'baseline'), ([(1567, 16, 32), (32, 15, 5033), (5033, 16, 32), (5033, 167, 1768)], -0.0073999995, 'xrule'), ([(5033, 167, 1768), (706, 89, 1567), (706, 89, 5033)], -0.007700001, 'xrule'), ({(1177, 89, 1567)}, -0.008812797296183386, 'baseline'), ({(706, 89, 1567)}, -0.01638982729319013, 'baseline'), ({(1567, 101, 782)}, -0.017556550969054393, 'baseline'), ({(1567, 166, 90)}, -0.027718129600613126, 'baseline')]",[0.9702972769737244]
"[(3324, 71, 6412), (8644, 140, 8254), (8254, 48, 32), (8644, 140, 6412), (4285, 48, 32), (3652, 48, 32), (3324, 151, 32), (6412, 21, 3652), (6412, 21, 4285), (9819, 48, 32), (6412, 21, 9819)]",0.9531452059745789,[1],11,1.0,0.9754320383071899,"(6412, 48, 32)",1,"[({(8644, 140, 6412)}, 0.20410327183548455, 'baseline'), ({(6412, 21, 4285)}, 0.14593992677136605, 'baseline'), ({(3324, 71, 6412)}, 0.1405178114369407, 'baseline'), ({(6412, 21, 9819)}, 0.12424782955275272, 'baseline'), ({(6412, 21, 3652)}, 0.09226224854928375, 'baseline'), ({(6412, 85, 434)}, 0.06797883937427485, 'baseline'), ({(6412, 66, 11647)}, 0.05807153413292361, 'baseline'), ({(6412, 17, 215)}, 0.049175183282898695, 'baseline'), ({(6412, 66, 95)}, 0.03495440908063762, 'baseline'), ({(6412, 21, 2698)}, 0.02911935279478437, 'baseline'), ([(465, 14, 160), (465, 28, 32), (6412, 100, 160)], -0.0247, 'xrule'), ([(6412, 43, 141), (10460, 43, 141), (10460, 48, 32)], -0.02610001, 'xrule'), ([(3965, 13, 32), (3965, 14, 160), (6412, 100, 160)], -0.0361, 'xrule'), ([(4674, 100, 160), (6412, 100, 160), (4674, 48, 32)], -0.045, 'xrule'), ([(5597, 13, 32), (6412, 100, 160), (5597, 14, 160)], -0.045700014, 'xrule')]",[0.9754320383071899]
"[(14338, 17, 862), (13805, 24, 2015), (13977, 17, 862), (9173, 85, 434), (13805, 85, 434), (13805, 48, 1928), (9173, 17, 862), (7783, 85, 434), (7783, 17, 862), (14338, 48, 2015), (10702, 17, 862), (13977, 48, 1928), (10702, 85, 434)]",0.6916261315345764,[1],13,1.0,0.552064061164856,"(13805, 17, 862)",1,"[({(13805, 24, 2015)}, 0.37812436793876164, 'baseline'), ({(13805, 85, 434)}, 0.2369532990660756, 'baseline'), ({(13805, 48, 1928)}, 0.15215484351440683, 'baseline'), ([(7783, 85, 434), (7783, 17, 862), (13805, 85, 434)], 0.0405, 'xrule'), ([(9173, 17, 862), (9173, 85, 434), (13805, 85, 434)], 0.026300002, 'xrule'), ([(4337, 17, 862), (13805, 85, 434), (4337, 85, 434)], 0.024999999, 'xrule'), ([(722, 85, 434), (722, 17, 862), (13805, 85, 434)], 0.016900003, 'xrule'), ([(7396, 85, 434), (7396, 17, 862), (13805, 85, 434)], 0.010600001, 'xrule')]",[0.552064061164856]
"[(13312, 39, 592), (8548, 17, 862), (7842, 20, 7843), (5357, 20, 10840), (7843, 160, 592), (2693, 20, 7843), (2693, 20, 8084), (8084, 17, 862), (10840, 17, 862), (7972, 6, 3259), (13312, 17, 862), (5357, 20, 7843), (7843, 6, 3259), (7972, 17, 862), (7842, 20, 8548)]",0.8698863387107849,[1],15,1.0,0.6362501978874207,"(7843, 17, 862)",1,"[({(7843, 160, 592)}, 0.2785520067594435, 'baseline'), ({(7843, 6, 3259)}, 0.24992452155251563, 'baseline'), ({(5357, 20, 7843)}, 0.23491634013212043, 'baseline'), ({(2693, 20, 7843)}, 0.2038149343946982, 'baseline'), ({(7842, 20, 7843)}, 0.1952658401344868, 'baseline'), ({(2279, 71, 7843)}, 0.1792758510424736, 'baseline'), ({(7843, 66, 592)}, 0.14685295073559862, 'baseline'), ({(7843, 43, 141)}, 0.13319350327429413, 'baseline'), ({(2465, 27, 7843)}, 0.10668085057655068, 'baseline'), ({(4206, 8, 7843)}, 0.07280654739035058, 'baseline'), ([(8880, 43, 141), (8880, 17, 862), (7843, 43, 141)], 0.006500001, 'xrule'), ([(7166, 43, 141), (7166, 17, 862), (7843, 43, 141)], 0.006500001, 'xrule'), ([(10135, 43, 141), (10135, 17, 862), (7843, 43, 141)], 0.004800001, 'xrule'), ([(13233, 17, 862), (13233, 43, 141), (7843, 43, 141)], 0.0046000006, 'xrule'), ([(8758, 17, 862), (8758, 43, 141), (7843, 43, 141)], -0.003999999, 'xrule')]",[0.6362501978874207]
"[(7884, 25, 62), (1374, 20, 2719), (2290, 25, 62), (1374, 20, 1272), (1374, 20, 1105), (1374, 20, 7884), (2719, 25, 62), (1374, 20, 2290), (1272, 25, 62), (14357, 52, 1374), (1105, 25, 62)]",0.9901472926139832,[1],11,1.0,0.9852285385131836,"(14357, 25, 62)",1,"[({(14357, 52, 1374)}, 0.03691015666512608, 'baseline'), ([(14357, 52, 1374), (1374, 20, 1105), (1105, 25, 62)], -0.5244, 'xrule'), ([(14357, 52, 1374), (1374, 20, 1272), (1272, 25, 62)], -0.5317, 'xrule'), ([(14357, 52, 1374), (1374, 20, 2719), (2719, 25, 62)], -0.5372, 'xrule'), ([(14357, 52, 1374), (1374, 20, 2290), (2290, 25, 62)], -0.5404, 'xrule'), ([(14357, 52, 1374), (48, 25, 62), (1374, 20, 48)], -0.5439, 'xrule')]",[0.9852285385131836]
